timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-18T12:31:38.370521,multi_tap_230_115_24,Unknown,1,P1,S1,114.513,115.000,5.0,0.42,PASS,
2026-05-18T12:31:39.383946,multi_tap_230_115_24,Unknown,2,P1,S2,24.290,24.000,5.0,1.21,PASS,
2026-05-18T12:31:40.382483,multi_tap_230_115_24,Unknown,3,P1,S1,57.386,57.500,5.0,0.20,PASS,
