timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-19T08:25:44.049240,multi_tap_200_250,Unknown,1,P1,S1,114.918,115.000,5.0,0.07,PASS,
2026-05-19T08:25:45.066066,multi_tap_200_250,Unknown,2,P1,S2,24.255,24.000,5.0,1.06,PASS,
