timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-19T08:25:28.391391,new_transformer,Unknown,1,P1,S1,114.161,115.000,5.0,0.73,PASS,
