timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-19T09:55:43.935982,new_transformer,Unknown,1,P1,S1,116.253,115.000,5.0,1.09,PASS,
