timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-18T14:30:45.809506,center_tap_230_12_0,Unknown,1,P1,S1,23.997,24.000,5.0,0.01,PASS,
2026-05-18T14:30:46.833711,center_tap_230_12_0,Unknown,2,P1,S1,11.161,12.000,5.0,6.99,FAIL,
