timestamp,transformer_id,operator,step,from_winding,to_winding,measured_v,expected_v,tolerance_pct,deviation_pct,result,error
2026-05-18T12:25:30.533819,multi_tap_230_115_24,Unknown,1,P1,S1,114.586,115.000,5.0,0.36,PASS,
2026-05-18T12:25:31.536423,multi_tap_230_115_24,Unknown,2,P1,S2,24.074,24.000,5.0,0.31,PASS,
2026-05-18T12:25:32.545293,multi_tap_230_115_24,Unknown,3,P1,S1,56.884,57.500,5.0,1.07,PASS,
